Model_Name,Year,Km_Driven,Fuel_Type,Transmission,Ownership,Engine_CC,Seats,resale_price
Vitara Brezza LDi (O) [2016-2018],2016,50000,Diesel,Manual,1,1248,5,675000
Innova 2.4 ZX 7 STR [2016-2020],2016,145000,Diesel,Manual,1,2393,7,1725000
A3 40 TFSI Premium,2017,48000,Petrol,Automatic,1,1798,5,1760000
Vitara Brezza ZDi+ Dual Tone [2017-2018],2017,80000,Diesel,Manual,1,1248,5,730000
Swift LXi,2011,28513,Petrol,Manual,1,1197,5,301000
Wagon R LXi LPG,2011,42000,LPG,Manual,2,998,5,275000
Figo Duratorq Diesel ZXI 1.4,2013,87000,Diesel,Manual,1,1399,5,225000
Eon Magna [2011-2012],2012,55700,Petrol,Manual,2,814,5,185000
Alto 800 Lxi,2017,45600,Petrol,Manual,1,796,5,285000
Vento Highline Diesel,2013,78000,Diesel,Manual,2,1598,5,350000
Ghost Extended Wheelbase,2012,55000,Petrol,Automatic,3,6592,5,20000000
GLS 400d 4MATIC,2021,3000,Diesel,Automatic,1,2925,7,12900000
Superb Style TSI AT,2017,52458,Petrol,Automatic,1,1798,5,1650000
Alto 800 Lxi CNG,2017,30000,CNG,Manual,1,796,5,265000
Tiago Revotron XE [2016-2019],2017,46992,Petrol,Manual,1,1199,5,395000
Jazz V Petrol,2016,54440,Petrol,Manual,1,1199,5,500000
Alturas G4 4WD AT [2018-2020],2019,32000,Diesel,Automatic,1,2157,7,2770000
M-Class ML 250 CDI,2015,103000,Diesel,Automatic,1,2143,5,2450000
A4 1.8 TFSI Multitronic Premium Plus,2020,28600,Petrol,Automatic,1,1798,5,3125000
Carnival Limousine Plus 7 STR,2020,72000,Diesel,Automatic,1,2199,7,2950000
Ertiga VDI SHVS,2016,64906,Diesel,Manual,1,1248,7,620000
GLA 220 d Activity Edition,2016,79000,Diesel,Automatic,1,2143,5,2250000
Ciaz Delta 1.4 MT,2017,64000,Petrol,Manual,1,1373,5,565000
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2018,56000,Petrol,Manual,1,1197,5,550000
Santro XO eRLX - Euro III,2007,85000,Petrol,Manual,2,1086,5,178000
Scorpio S5,2022,12000,Diesel,Manual,1,2179,7,1550000
Vitara Brezza LDi (O) [2016-2018],2018,67900,Diesel,Manual,1,1248,5,711000
Tigor Revotron XM,2018,48144,Petrol,Manual,1,1199,5,375000
X1 sDrive20d xLine,2021,7100,Diesel,Automatic,1,1995,5,4475000
Macan Base [2019-2020],2022,9000,Petrol,Automatic,1,1984,5,9100000
Alto VXi [2014-2019],2016,64000,Petrol,Manual,1,998,5,245000
City V Diesel,2016,38000,Diesel,Manual,1,1498,5,690000
Innova 2.5 G BS IV 8 STR,2016,65321,Diesel,Manual,1,2494,8,944999
A-Class A 180 Sport Petrol,2014,80000,Petrol,Automatic,3,1595,4,1350000
Vitara Brezza ZDi,2018,37093,Diesel,Manual,1,1248,5,850000
Vento Highline 1.0L TSI,2021,37230,Petrol,Manual,1,999,5,1200000
Celerio VXi AMT,2014,76116,Petrol,Automatic,1,998,5,329000
Civic 1.8V MT,2010,83359,Petrol,Manual,1,1799,5,300000
A4 2.0 TDI Technology,2013,30000,Diesel,Automatic,2,,,1150000
5-Series 530d M Sport [2013-2017],2018,38000,Diesel,Automatic,1,2993,5,4900000
Santro Sportz CNG [2018-2020],2019,28000,CNG,Manual,1,1086,5,465000
Superb L&K TSI AT,2018,14120,Petrol,Automatic,1,1798,5,2350000
Eon D-Lite +,2014,25000,Petrol,Manual,1,814,5,250000
Hector Plus Sharp 1.5 DCT Petrol,2020,28584,Petrol,Automatic,1,1451,6,1950000
X5 xDrive 30d,2015,87000,Diesel,Automatic,1,2993,7,2975000
Evoque HSE,2017,50000,Diesel,Automatic,1,1999,5,3800000
Alto LXi CNG [2014-2018],2017,63200,CNG,Manual,1,998,4,330000
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2014,55000,Petrol,Manual,1,1197,5,409999
Figo Titanium1.5 TDCi,2019,71569,Diesel,Manual,1,1498,5,575000
i10 Magna 1.2 Kappa2,2012,41200,Petrol,Manual,1,1197,5,270000
Scorpio SLE BS-IV,2013,117000,Diesel,Manual,1,2179,8,434999
Swift DZire VXI,2014,65000,Petrol,Manual,2,1197,5,465000
X3 xDrive 20d Luxury Line [2018-2020],2022,33000,Diesel,Automatic,1,1995,5,6800000
i10 Magna 1.2 Kappa2,2011,21000,Petrol,Manual,1,1197,5,350000
Venue SX 1.0 Turbo iMT,2020,23000,Petrol,Manual,1,998,5,900000
Swift LXi,2016,26357,Petrol,Manual,1,1197,5,595000
Creta 1.6 SX Plus AT Petrol,2018,33500,Petrol,Automatic,1,1591,5,1260000
Zest XE 75 PS Diesel,2020,5923,Diesel,Manual,1,1248,5,530000
Ertiga VDi,2015,72000,Diesel,Manual,1,1248,7,599000
XUV500 W11 AT,2018,54154,Diesel,Automatic,2,2179,7,1595000
V40 D3 R-Design,2017,14000,Diesel,Automatic,1,1984,5,1798999
Baleno Delta 1.2,2021,35500,Petrol,Manual,1,1197,5,636000
Creta E Plus 1.4 CRDI,2018,63000,Diesel,Manual,1,1396,5,950000
S-Cross Zeta 1.6,2017,52836,Diesel,Manual,1,1598,5,800000
Celerio X Vxi AMT [2017-2019],2017,50000,Petrol,Automatic,1,998,5,434000
Elite i20 Sportz 1.4 CRDI [2016-2017],2016,72114,Diesel,Manual,1,1396,5,625000
Alto 800 Lxi CNG,2015,72000,CNG,Manual,2,796,5,245000
GLA 200 Sport,2019,24000,Petrol,Automatic,1,1991,5,3100000
A6 2.0 TDI Premium,2012,42000,Diesel,Automatic,1,1968,5,1490000
5-Series 530d M Sport [2013-2017],2018,27600,Diesel,Automatic,1,2993,5,6000000
Alto VXi [2014-2019],2015,31000,Petrol,Manual,1,998,5,295000
Eeco 7 STR [2019-2020],2018,32000,Petrol,Manual,2,1196,7,450000
Innova 2.4 VX 7 STR [2016-2020],2018,55000,Diesel,Manual,1,2393,7,1989999
ES 300h,2017,31059,Petrol,Automatic,1,2494,5,3900000
City V Diesel,2016,72200,Diesel,Manual,1,1498,5,635000
Safari 2.2 EX 4x2,2013,72000,Diesel,Manual,2,2179,7,575000
S-Cross Alpha 1.6,2016,77000,Diesel,Manual,1,1598,5,590000
City VX,2020,26497,Petrol,Manual,2,1497,5,1199000
i10 Asta 1.2 AT Kappa2 with Sunroof,2013,57000,Petrol,Automatic,1,1197,5,380000
A4 2.0 TDI Sline,2012,56000,Diesel,Automatic,2,,,975000
Alto VXi AMT [2014-2018],2015,20100,Petrol,Automatic,1,998,5,365000
A4 1.8 TFSI Multitronic Premium Plus,2010,67000,Petrol,Automatic,2,1798,5,1000000
Thar LX 4-STR Hard Top Diesel MT,2021,14500,Diesel,Manual,1,2184,4,1800000
i20 Magna 1.2,2011,41000,Petrol,Manual,1,,,245000
Seltos HTK Plus AT 1.5 Diesel [2020-2021],2021,30000,Diesel,Automatic,1,1493,5,1275000
C-Coupe 43 AMG 4MATIC,2020,19000,Petrol,Automatic,1,2996,4,7000000
XUV500 W10 AT 1.99,2016,110000,Diesel,Automatic,1,1997,7,955000
TUV300 T6 Plus,2015,115339,Diesel,Manual,2,1493,7,630000
Q5 40 TDI Premium Plus,2020,18000,Diesel,Automatic,2,1968,5,4475000
Thar LX 4-STR Hard Top Diesel AT,2022,4500,Diesel,Automatic,1,2184,4,1950000
5-Series 525d Sedan,2011,56000,Diesel,Automatic,1,1995,5,1295000
Creta E Plus 1.6 Petrol,2017,49000,Petrol,Manual,1,1591,5,890000
GLC 220d 4MATIC Progressive,2022,7000,Diesel,Automatic,1,1950,5,6750000
3-Series 320d Sport Line,2015,78362,Diesel,Automatic,1,1995,5,2275000
Thar LX 4-STR Convertible Diesel AT,2020,30000,Diesel,Automatic,1,2184,4,1864999
i20 Active 1.4 SX,2015,59000,Diesel,Manual,1,1396,5,540000
X1 sDrive20d xLine,2018,49000,Diesel,Automatic,1,1995,5,3125000
M-Class ML 350 CDI,2014,60513,Diesel,Automatic,1,2997,5,3200000
GLA 200 d Sport,2019,56500,Diesel,Automatic,1,2143,5,2750000
Verna Fluidic 1.6 CRDi SX,2013,71000,Diesel,Manual,1,1582,5,400000
Q7 45 TDI Technology Pack,2016,88000,Diesel,Automatic,2,2967,7,3750000
Creta 1.4 S,2018,68000,Diesel,Manual,1,1396,5,800000
Vitara Brezza ZDi,2017,94827,Diesel,Manual,1,1248,5,780000
Estilo LXi BS-IV,2010,62000,Petrol,Manual,1,998,5,220000
Wagon R LXi CNG,2012,57000,CNG,Manual,1,998,5,225000
X1 sDrive20d Expedition,2017,22120,Diesel,Automatic,1,1995,5,2385000
X1 sDrive20d xLine,2019,11000,Diesel,Automatic,1,1995,5,3400000
A6 35 TFSI Matrix,2017,58000,Petrol,Automatic,1,1798,5,2850000
Vitara Brezza ZDi,2019,54572,Diesel,Manual,1,1248,5,990000
City 1.5 V AT,2010,56000,Petrol,Automatic,1,1497,5,325000
City 1.5 V AT,2011,89000,Petrol,Automatic,2,1497,5,325000
Rapid 1.5 TDI CR Ambition Plus AT,2014,42000,Diesel,Automatic,1,1498,5,549000
Pulse RxL ABS Diesel [2015-2017],2017,6000,Diesel,Manual,1,1461,5,340000
Amaze 1.5 E i-DTEC,2013,79500,Diesel,Manual,1,1498,5,425000
3-Series 320d Luxury Line,2015,82000,Diesel,Automatic,2,1995,5,1689999
Innova 2.4 VX 8 STR [2016-2020],2021,34228,Diesel,Manual,1,2393,8,2750000
Swift VDi,2014,141334,Diesel,Manual,2,1248,5,515000
Swift VXi [2014-2017],2018,50000,Petrol,Manual,1,1197,5,550000
Terrano XL D THP 110 PS,2014,65000,Diesel,Manual,1,1461,5,550000
Tiago Revotron XZA,2018,20000,Petrol,Automatic,1,1199,5,555000
Celerio ZXi [2017-2019],2017,24000,Petrol,Manual,1,998,5,391000
Ignis Delta 1.2 AMT,2017,36000,Petrol,Automatic,1,1197,5,560000
Q3 2.0 TDI quattro Premium Plus,2013,117000,Diesel,Automatic,1,1968,5,1420000
Polo Highline Plus 1.0L TSI,2021,24000,Petrol,Manual,1,999,5,950000
Baleno Sigma 1.2,2017,82000,Petrol,Manual,1,1197,5,490000
Creta 1.6 SX,2016,78000,Diesel,Manual,1,1582,5,1044999
Q7 45 TDI Technology Pack,2017,45000,Diesel,Automatic,2,2967,7,5200000
Verna Fluidic 1.6 VTVT SX Opt AT,2019,50000,Petrol,Automatic,1,1591,5,1125000
Cooper D 5 Door,2014,24000,Diesel,Automatic,2,1496,5,1950000
Swift DZire VXi,2009,77000,Petrol,Manual,2,1298,5,260000
i10 Magna 1.2,2009,55000,Petrol,Manual,1,1197,5,165000
Xcent S 1.2,2018,66000,Petrol,Manual,1,1197,5,490000
Alto VXi,2012,37000,Petrol,Manual,1,998,5,185000
City 1.5 V MT,2012,80350,Petrol,Manual,1,1497,5,375000
C-Class 220 BlueEfficiency,2013,102000,Diesel,Automatic,1,2143,5,975000
Swift VXi [2014-2017],2016,48200,Petrol,Manual,2,1197,5,450000
Swift DZire VDI,2015,55000,Diesel,Manual,2,1248,5,459999
ES 300h Exquisite [2020-2021],2020,14000,Hybrid,Automatic,1,2487,5,5200000
Elite i20 Sportz 1.2 MT,2020,25000,Petrol,Manual,1,1197,5,700000
Polo Highline Plus 1.0L TSI,2020,20124,Petrol,Manual,1,999,5,1025000
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2015,55660,Petrol,Manual,1,1197,5,380000
Octavia Style 1.8 TSI AT,2015,94580,Petrol,Automatic,1,1798,5,819999
GLA 200 Sport,2015,45000,Petrol,Automatic,2,1991,5,1691000
GLC 220d 4MATIC Progressive [2019-2021],2019,10000,Diesel,Automatic,1,1950,5,5200000
Ciaz VDi SHVS,2016,57000,Diesel,Manual,1,1248,5,725000
Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2021,45000,CNG,Manual,1,1197,5,725000
Alto LXi CNG,2011,90342,CNG,Manual,2,796,5,155000
Amaze 1.2 VX MT Petrol [2018-2020],2022,1000,Petrol,Manual,1,1199,5,700000
Verna Fluidic 1.6 CRDi SX,2011,135000,Diesel,Manual,1,1582,5,235000
Fortuner 3.0 4x4 MT,2014,123000,Diesel,Manual,2,2982,7,1975000
XUV500 W8 AWD,2012,47531,Diesel,Manual,1,2179,7,810000
Seltos HTX Plus 1.5 Diesel [2020-2021],2019,79000,Diesel,Manual,2,1493,5,1350000
Scorpio VLX 2WD Airbag BS-IV,2011,95000,Diesel,Manual,1,2179,8,450000
i10 Magna 1.2 Kappa2,2011,53000,Petrol,Manual,1,1197,5,250000
Elite i20 Asta 1.4 CRDI [2016-2017],2020,30000,Diesel,Manual,1,1396,5,819999
Fortuner 2.8 4x4 AT [2016-2020],2017,65000,Diesel,Automatic,1,2755,7,2690000
Creta SX 1.6 AT CRDi,2018,440000,Diesel,Automatic,1,1582,5,1240000
City VX,2016,63088,Petrol,Manual,1,1497,5,790000
i10 Magna (O),2008,62000,Petrol,Manual,2,1086,5,150000
Cruze LTZ,2011,80000,Diesel,Manual,3,1991,5,400000
X5 xDrive30d xLine,2020,29000,Diesel,Automatic,1,2993,5,8300000
S90 D4 Inscription,2020,2600,Diesel,Automatic,1,1969,5,6000000
Xcent S 1.1 CRDi (O),2014,81000,Diesel,Manual,1,1120,5,390000
Verna Fluidic 1.6 VTVT SX,2011,73000,Petrol,Manual,1,1591,5,385000
Endeavour Titanium 3.2 4x4 AT,2019,34000,Diesel,Automatic,1,3198,7,3650000
Verna Fluidic 1.6 VTVT SX,2013,36623,Petrol,Manual,1,1591,5,547000
Creta SX 1.6 AT Petrol,2018,30000,Petrol,Automatic,1,1591,5,1295000
Wagon R VXi 1.0 [2019-2019],2022,5000,Petrol,Manual,1,,5,570000
CR-V 2.4 AT,2014,80121,Petrol,Automatic,2,,,844999
i10 Sportz 1.2 Kappa2,2011,64000,Petrol,Manual,1,1197,5,250000
Corolla Altis VL AT Petrol,2019,39000,Petrol,Automatic,2,1798,5,1670000
Vitara Brezza ZDi,2017,70000,Diesel,Manual,2,1248,5,890000
A3 35 TDI Premium Plus + Sunroof,2019,36000,Diesel,Automatic,2,1968,5,2380000
Baleno Alpha Automatic,2018,40000,Petrol,Automatic,1,1197,5,775000
E-Class 200,2022,1102,Petrol,Manual,0,,,7050000
Polo 1.5 TDI,2014,62000,Diesel,Manual,1,1498,5,500000
C-Class 250 CDI Avantgarde,2011,97000,Diesel,Automatic,1,2143,5,675000
Polo Highline1.2L (P),2014,43550,Petrol,Manual,1,1198,5,525000
Ecosport Titanium + 1.5L TDCi [2019-2020],2019,28000,Diesel,Manual,1,1498,5,850000
Kwid 1.0 RXL [2017-2019],2018,47874,Petrol,Manual,1,999,5,390000
Verna 1.6 CRDI SX (O),2018,87001,Diesel,Manual,1,1582,5,965000
Rexton RX7,2013,72000,Diesel,Automatic,1,2696,7,975000
X1 sDrive20d xLine,2019,59000,Diesel,Automatic,1,1995,5,3025000
Innova 2.5 V 7 STR,2012,143477,Diesel,Manual,2,2494,7,650000
A3 35 TDI Premium Plus,2014,85900,Diesel,Automatic,1,1968,5,1390000
DZire ZXi AGS,2022,10000,Petrol,Automatic,1,1197,5,950000
Q7 45 TDI Technology Pack,2018,47000,Diesel,Automatic,1,2967,7,5900000
Swift VXi,2014,55000,Petrol,Manual,1,1197,5,409999
Ameo Trendline 1.5L (D),2017,69508,Diesel,Manual,2,1498,5,575000
City ZX Diesel,2022,2500,Diesel,Manual,1,1498,5,1450000
SX4 VXi,2010,64000,Petrol,Manual,1,1586,5,185000
E-Class E200 CGI Blue Efficiency,2014,53089,Petrol,Automatic,2,1796,5,1650000
Ciaz Alpha Hybrid 1.5 AT [2018-2020],2018,90000,Petrol,Automatic,1,1462,5,823000
Harrier XZ,2021,23000,Diesel,Manual,1,1956,5,2095000
Wagon R LXi,2012,55000,Petrol,Manual,1,998,5,350000
Grand i10 Magna U2 1.2 CRDi,2016,64000,Diesel,Manual,2,1186,5,335000
Grand i10 Sports Edition 1.2L Kappa VTVT,2020,52236,Petrol,Manual,1,1197,5,649000
City 1.5 V MT,2013,76000,Petrol,Manual,1,1497,5,400000
3-Series 330i M Sport Edition,2020,19000,Petrol,Automatic,1,1998,5,5500000
Fortuner 3.0 4x2 MT,2013,97000,Diesel,Manual,1,2982,7,1375000
Creta SX Plus 1.6 AT CRDI,2018,76000,Diesel,Automatic,1,1582,5,1190000
Harrier XT Plus Dark Edition,2021,15000,Diesel,Manual,1,1956,5,1930000
Innova 2.5 GX BS IV 7 STR,2015,98000,Diesel,Manual,1,2494,7,990000
Elite i20 Asta 1.2 (O) [2016],2017,36597,Petrol,Manual,2,1197,5,725000
C-Class C220d Progressive,2022,500,Diesel,Automatic,1,1950,5,6100000
Ciaz VXi,2015,48000,Petrol,Manual,1,1373,5,575000
Discovery Sport HSE Luxury,2016,55000,Diesel,Automatic,2,1999,7,3200000
Innova ZX 2.4 AT 7 STR,2022,16000,Diesel,Automatic,1,2393,7,2850000
Ertiga ZXI+,2016,53000,Petrol,Manual,1,1373,7,725000
Sunny XV Diesel,2013,35000,Diesel,Manual,1,1461,5,380000
Amaze 1.2 VX AT i-VTEC,2014,50000,Petrol,Automatic,1,1199,5,434999
Polo Comfortline 1.2L (P),2016,52600,Petrol,Manual,1,1198,5,425000
Amaze 1.2 E MT Petrol [2018-2020],2020,25000,Petrol,Manual,1,1199,5,675000
Xcent S 1.2,2014,74000,Petrol,Manual,1,1197,5,399000
Vento Highline Diesel AT,2015,85000,Diesel,Automatic,1,1498,5,685000
Ritz VXI BS-IV,2011,28000,Petrol,Manual,1,,,265000
Vento Highline Plus 1.6 (P),2021,35000,Petrol,Manual,1,1598,5,940000
GLS 450 4MATIC,2021,17000,Petrol,Automatic,1,2999,7,13100000
Q5 2.0 TDI quattro Technology Pack,2016,57000,Diesel,Automatic,1,1968,5,2690000
City VX,2021,10000,Petrol,Manual,1,1497,5,1255000
Q5 3.0 TDI quattro,2009,63300,Diesel,Automatic,1,2967,5,825000
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2014,46000,Petrol,Manual,1,1197,5,390000
Verna Fluidic 1.6 CRDi SX Opt,2014,64000,Diesel,Manual,2,1582,5,525000
Q2 Premium 40 TFSI quattro,2022,4600,Petrol,Automatic,1,1984,5,3450000
CLA 200 CDI Sport (CBU),2018,23000,Diesel,Automatic,1,2143,5,2825000
XUV500 W10,2017,144933,Diesel,Manual,1,2179,7,1090000
City 1.5 S MT,2009,80000,Petrol,Manual,1,1497,5,275000
Etios 1.2 G,2015,32545,Petrol,Manual,1,1197,5,434999
Tucson GL 2WD AT Diesel,2019,31000,Diesel,Automatic,1,1995,5,2089999
Swift DZire VDI,2015,50000,Diesel,Manual,2,1248,5,500000
Swift DZire VDI,2015,65000,Diesel,Manual,2,1248,5,400000
i10 Era 1.1 iRDE2 [2010-2017],2012,26000,Petrol,Manual,1,1086,5,225000
XUV300 1.5 W6 [2019-2020],2021,27000,Diesel,Manual,1,1497,5,965000
Creta E Plus 1.4 CRDI,2017,62000,Diesel,Manual,1,1396,5,825000
Santro GL Plus,2012,17000,Petrol,Manual,1,1086,5,254999
Bolero SLE BS IV,2015,39234,Diesel,Manual,2,2523,7,525000
Ecosport Trend 1.5 TDCi,2013,72000,Diesel,Manual,1,1498,5,285000
Beat LT Diesel,2011,41215,Diesel,Manual,1,936,5,229999
XC40 T4 R-Design,2020,16519,Petrol,Automatic,1,1969,5,4400000
Alto VXi,2011,51000,Petrol,Manual,2,998,5,200000
Vitara Brezza ZDi Plus AGS,2019,74179,Diesel,Automatic,1,1248,5,1011000
GLC 220d 4MATIC Progressive [2019-2021],2020,13000,Diesel,Automatic,1,1950,5,6500000
S-Cross Alpha 1.6,2019,31056,Diesel,Manual,1,1598,5,1063000
Ertiga VXI AT,2016,49148,Petrol,Automatic,2,1373,7,675000
E-Class E 220 d Avantgarde,2021,13000,Diesel,Automatic,1,1950,5,7475000
GLC 220d 4MATIC Progressive,2021,19000,Diesel,Automatic,1,1950,5,7000000
Q5 2.0 TDI quattro Premium,2015,152000,Diesel,Automatic,1,1968,5,2175000
City VX CVT,2015,59000,Petrol,Automatic,1,1497,5,690000
A3 35 TDI Technology + Sunroof,2016,32000,Diesel,Automatic,1,1968,5,1525000
Aord 2.4 AT,2011,72000,Petrol,Automatic,1,2354,5,475000
Verna SX Plus 1.6 CRDi AT,2017,80000,Diesel,Automatic,1,1582,5,1123000
Ertiga ZXi AT,2019,21894,Petrol,Automatic,1,1462,7,990000
5-Series 530d M Sport [2013-2017],2018,21000,Diesel,Automatic,1,2993,5,5250000
Amaze 1.5 VX i-DTEC,2015,63587,Diesel,Manual,1,1498,5,515000
Ciaz Delta Hybrid 1.5 AT [2018-2020],2019,32000,Petrol,Automatic,1,1462,5,850000
Vitara Brezza VDi,2018,53694,Diesel,Manual,2,1248,5,865000
Swift DZire VDi,2009,140000,Diesel,Manual,2,1248,5,365000
GL-Class 350 CDI,2015,91100,Diesel,Automatic,1,2987,7,3390000
A6 2.0 TDI Premium Plus,2014,58000,Diesel,Automatic,2,1968,5,1450000
i20 Asta 1.4 CRDI,2012,76148,Diesel,Manual,1,1396,5,434999
Scorpio S2,2015,104000,Diesel,Manual,1,2523,8,650000
A4 2.0 TDI (177bhp) Premium Plus,2013,50000,Diesel,Automatic,1,1968,5,1175000
Eon Magna +,2017,56000,Petrol,Manual,1,814,5,325000
Duster 85 PS RxL Diesel,2014,48000,Diesel,Manual,1,1461,5,525000
Ertiga ZXi Plus,2021,23000,Petrol,Manual,1,1462,7,1225000
A-Class Sedan 200d,2021,5600,Diesel,Automatic,0,1950,5,4200000
Elite i20 Asta 1.2,2015,33000,Petrol,Manual,1,1197,5,550000
Creta SX 1.6 CRDi,2019,58900,Diesel,Manual,1,1582,5,1275000
Compass Longitude (O) 2.0 Diesel [2017-2020],2019,65000,Diesel,Manual,1,,5,1585000
Innova 2.5 V 7 STR,2012,222000,Diesel,Manual,1,2494,7,960000
Discovery Sport HSE Luxury,2016,20000,Diesel,Automatic,1,1999,7,3900000
Kwid RXT [2015-2019],2019,32000,Petrol,Manual,1,799,5,434999
Bolero SLE BS III,2017,62000,Diesel,Manual,1,2523,7,650000
Ertiga VXI,2017,71000,Petrol,Manual,1,1373,7,775000
i10 Sportz 1.2 AT,2008,61000,Petrol,Automatic,3,1197,5,185000
Ritz VXI BS-IV,2011,42152,Petrol,Manual,1,,,204999
Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2017,29000,Petrol,Manual,1,1197,5,560000
Innova 2.5 ZX 7 STR BS-IV,2014,158690,Diesel,Manual,2,2494,7,1000000
GLE 350 d,2016,61000,Diesel,Automatic,1,2987,5,5000000
Ciaz ZDi (O) [2014-2015],2016,92000,Diesel,Manual,2,1248,5,635000
DZire VXi,2020,42000,Petrol,Manual,1,1197,5,650000
Go T (O),2019,60969,Petrol,Manual,1,1198,5,345000
XUV500 W6 2013,2017,93000,Diesel,Manual,1,2179,7,865000
A4 2.0 TDI (143bhp),2014,100000,Diesel,Automatic,1,1968,5,1380000
Ciaz S 1.4 MT,2018,31000,Petrol,Manual,1,1373,5,585000
Glanza G,2020,55000,Petrol,Manual,1,1197,5,690000
Wagon R LXI CNG (O),2018,68320,CNG,Manual,1,998,5,380000
Hexa XM 4x2 7 STR,2018,65000,Diesel,Manual,1,2179,7,850000
Fortuner 3.0 4x4 MT,2013,95000,Diesel,Manual,2,2982,7,1750000
Ritz Vdi BS-IV,2013,85785,Diesel,Manual,2,1248,5,275000
Vento Comfortline 1.6 (P),2018,38000,Petrol,Manual,1,1598,5,690000
Elite i20 Asta 1.0 Turbo IMT Dual Tone,2020,12905,Petrol,Manual,1,998,5,1130000
Innova 2.8 ZX AT 7 STR [2016-2020],2019,26000,Diesel,Automatic,1,2755,7,2295000
A-Class Sedan 200,2021,9000,Petrol,Automatic,1,1332,5,4100000
Nexon XM Diesel,2018,65000,Diesel,Manual,2,1497,5,725000
Elite i20 Magna Executive 1.2,2019,48000,Petrol,Manual,1,1197,5,595000
i10 Magna 1.2 Kappa2,2011,91000,Petrol,Manual,1,1197,5,290000
i20 Sportz 1.2 BS-IV,2011,84873,Petrol,Manual,2,,,350000
Wrangler Rubicon,2022,15000,Petrol,Automatic,1,1995,5,6100000
XUV300 1.5 W6 [2019-2020],2020,52000,Diesel,Manual,1,1497,5,1080000
Etios GD,2013,90000,Diesel,Manual,3,1364,5,299000
Swift Lxi (O) [2014-2017],2018,58000,Petrol + CNG,Manual,1,1197,5,575000
Amaze 1.2 S AT i-VTEC,2014,67000,Petrol,Automatic,1,1198,5,390000
Scorpio S10,2015,67000,Diesel,Manual,1,2179,8,875000
Venue SX 1.4 CRDi,2021,37556,Diesel,Manual,1,1396,5,1175000
Alto VXi,2012,54000,Petrol,Manual,1,998,5,260000
Amaze 1.2 E i-VTEC,2019,42000,Petrol,Manual,1,1198,5,650000
Ameo Highline1.2L (P) [2016-2018],2017,55000,Petrol,Manual,1,1198,5,625000
Hector Sharp 2.0 Diesel [2019-2020],2019,23952,Diesel,Manual,1,1956,5,1725000
Wagon R LXI CNG (O),2015,92000,CNG,Manual,2,998,5,299000
i10 Sportz 1.2 AT Kappa2,2013,34000,Petrol,Automatic,1,1197,5,375000
Celerio ZXi AMT,2020,44300,Petrol,Automatic,1,998,5,639000
Ciaz VDi+ SHVS,2015,65000,Diesel,Manual,1,1248,5,591000
GLE 250 d,2018,102000,Diesel,Automatic,1,2143,5,4200000
City 1.5 S AT,2009,110000,Petrol,Automatic,1,1497,5,250000
Seltos HTX 1.5 [2020-2021],2021,11000,Petrol,Manual,1,1497,5,1399000
Aura S 1.2 CNG,2020,39000,CNG,Manual,1,1197,5,740000
i10 Magna,2009,65000,Petrol,Manual,2,1086,5,175000
3-Series 320d Luxury Line [2014-2016],2019,42500,Diesel,Automatic,1,1995,5,3750000
5-Series 530d M Sport [2013-2017],2013,80000,Diesel,Automatic,2,2993,5,1600000
Wagon R LXi,2013,25200,Petrol,Manual,1,998,5,285000
City S Diesel,2017,132683,Diesel,Manual,1,1498,5,250000
Duster 85 PS Sandstorm Edition Diesel,2017,81000,Diesel,Manual,1,1461,5,625000
Ritz VXI BS-IV,2011,58888,Petrol,Manual,2,,,190000
5-Series 520d Luxury Line [2017-2019],2019,30000,Diesel,Automatic,1,1995,5,4800000
Swift ZXi,2015,50599,Petrol,Manual,2,1197,5,575000
X1 sDrive20d xLine,2017,29000,Diesel,Automatic,2,1995,5,2800000
Jazz VX CVT Petrol,2018,23000,Petrol,Automatic,1,1199,5,785000
Discovery Sport HSE Luxury 7-Seater,2019,50000,Diesel,Automatic,1,2179,7,4575000
Q3 35 TDI Premium + Sunroof,2016,84878,Diesel,Automatic,2,1968,5,1950000
5-Series 520d Luxury Line [2017-2019],2019,31000,Diesel,Automatic,1,1995,5,4800000
Innova 2.4 VX 8 STR [2016-2020],2019,71063,Diesel,Manual,1,2393,8,1998999
Ecosport Ambiente 1.5L Ti-VCT,2016,69001,Petrol,Manual,1,1499,5,475000
Verna Fluidic 1.6 CRDi SX,2014,62000,Diesel,Manual,2,1582,5,415000
i20 Magna (O) 1.4 CRDI,2012,82000,Diesel,Manual,1,1336,5,375000
Etios V,2011,49200,Petrol,Manual,1,1496,5,300000
Thar LX 4-STR Hard Top Petrol MT,2021,8000,Petrol,Manual,2,1997,4,1500000
Vitara Brezza VDi (O) [2016-2018],2019,58000,Diesel,Manual,1,1248,5,975000
Alto VXi [2014-2019],2015,64000,Petrol,Manual,1,998,5,370000
i10 Era 1.1 iRDE2 [2010-2017],2012,48568,Petrol,Manual,1,1086,5,250000
XJ 3.0 V6 Portfolio,2014,66500,Diesel,Automatic,1,2993,5,3150000
